"","SAMPLE_NUMBER","ANALYSIS","REPORTED_NAME","UNITS","ENTRY","REPLICATE_COUNT"
"2200",9803789,"MOIS211099","Moisture","PCT_M-M",76.031383646,1
"2201",9803880,"MOIS211099","Moisture","PCT_M-M",47.903204093,1
"2202",9803880,"MOIS211099","Moisture","PCT_M-M",47.845128531,2
"2203",9803883,"MOIS211099","Moisture","PCT_M-M",43.379608408,1
"2204",9803883,"MOIS211099","Moisture","PCT_M-M",43.341151116,2
"2205",9804590,"MOIS211099","Moisture","PCT_M-M",48.846503769,1
"2206",9804706,"MOIS211099","Moisture","PCT_M-M",47.99254898,1
"2207",9804870,"MOIS211099","Moisture","PCT_M-M",32.252262877,1
"2208",9805360,"MOIS040493","Moisture","PCT_M-M",36.020052736,1
"2209",9805361,"MOIS040493","Moisture","PCT_M-M",35.978289824,1
"2210",9805775,"MOIS040493","Moisture","PCT_M-M",43.565191989,1
"2211",9805775,"MOIS040493","Moisture","PCT_M-M",43.509022459,2
"2212",9805778,"MOIS040493","Moisture","PCT_M-M",44.369813027,1
"2213",9805778,"MOIS040493","Moisture","PCT_M-M",44.268614323,2
"2214",9805780,"MOIS040493","Moisture","PCT_M-M",43.735689638,1
"2215",9805780,"MOIS040493","Moisture","PCT_M-M",43.711127582,2
"2216",9806375,"MOIS040493","Moisture","PCT_M-M",35.676573136,1
"2217",9806379,"MOIS040493","Moisture","PCT_M-M",35.661242945,1
"2218",9806413,"MOIS211099","Moisture","G_P_100G",35.723163671,1
"2219",9806426,"MOIS211099","Moisture","G_P_100G",35.35791757,1
"2220",9806954,"MOIS040493","Moisture","PCT_M-M",34.498096169,1
"2221",9807328,"MOIS040493","Moisture","PCT_M-M",36.559945282,1
"2222",9807328,"MOIS040493","Moisture","PCT_M-M",36.366274383,2
"2223",9807359,"MOIS040493","Moisture","PCT_M-M",40.588453372,1
"2224",9807363,"MOIS040493","Moisture","PCT_M-M",40.074641271,1
"2225",9807782,"MOIS040493","Moisture","PCT_M-M",39.815779742,1
"2226",9808687,"MOIS040493","Moisture","PCT_M-M",35.407174485,1
"2227",9808694,"MOIS040493","Moisture","PCT_M-M",35.581494475,1
"2228",9812006,"MOIS040493","Moisture","PCT_M-M",35.640657838,1
"2229",9812006,"MOIS040493","Moisture","PCT_M-M",35.452314845,2
"2230",9812007,"MOIS040493","Moisture","PCT_M-M",35.418907029,1
"2231",9812007,"MOIS040493","Moisture","PCT_M-M",35.344549732,2
"2232",9812008,"MOIS040493","Moisture","PCT_M-M",35.684840426,1
"2233",9812008,"MOIS040493","Moisture","PCT_M-M",35.574999152,2
"2234",9812009,"MOIS040493","Moisture","PCT_M-M",45.597590688,1
"2235",9812009,"MOIS040493","Moisture","PCT_M-M",45.533188071,2
"2236",9812010,"MOIS040493","Moisture","PCT_M-M",45.103568671,1
"2237",9812010,"MOIS040493","Moisture","PCT_M-M",44.863690241,2
"2238",9812510,"MOIS211099","Moisture","PCT_M-M",53.350776778,1
"2239",9812992,"MOIS040493","Moisture","PCT_M-M",35.954836183,1
"2240",9812992,"MOIS040493","Moisture","PCT_M-M",35.825434311,2
"2241",9813000,"MOIS040493","Moisture","PCT_M-M",35.870924143,1
"2242",9813000,"MOIS040493","Moisture","PCT_M-M",36.023705838,2
"2243",9815203,"MOIS211099","Moisture","PCT_M-M",76.53968254,1
"2244",9815634,"MOIS040493","Moisture","PCT_M-M",35.932599266,1
"2245",9815636,"MOIS040493","Moisture","PCT_M-M",35.168650794,1
"2246",9817220,"MOIS040493","Moisture","PCT_M-M",35.347607378,1
"2247",9817220,"MOIS040493","Moisture","PCT_M-M",35.332191129,2
"2248",9817230,"MOIS040493","Moisture","PCT_M-M",45.638812606,1
"2249",9817230,"MOIS040493","Moisture","PCT_M-M",45.479701684,2
"2250",9817233,"MOIS040493","Moisture","PCT_M-M",45.515224716,1
"2251",9817233,"MOIS040493","Moisture","PCT_M-M",45.582892472,2
"2252",9817455,"MOIS211099","Moisture","G_P_100G",46.477220882,1
"2253",9817456,"MOIS211099","Moisture","G_P_100G",77.737820808,1
"2254",9817457,"MOIS211099","Moisture","G_P_100G",57.139155222,1
"2255",9817458,"MOIS211099","Moisture","G_P_100G",53.375909405,1
"2256",9819600,"MOIS211099","Moisture","PCT_M-M",35.580660496,1
"2257",9819608,"MOIS211099","Moisture","PCT_M-M",76.311454088,1
"2258",9819938,"MOIS211099","Moisture","PCT_M-M",53.245495059,1
"2259",9820219,"MOIS211099","Moisture","PCT_M-M",41.56391746,3
"2260",9820219,"MOIS211099","Moisture","PCT_M-M",42.241128328,4
"2261",9820219,"MOIS211099","Moisture","PCT_M-M",41.826876159,5
"2262",9820219,"MOIS211099","Moisture","PCT_M-M",41.888060792,6
"2263",9820219,"MOIS211099","Moisture","PCT_M-M",41.952122735,1
"2264",9820219,"MOIS211099","Moisture","PCT_M-M",41.514195584,2
"2265",9820231,"MOIS211099","Moisture","PCT_M-M",47.952286282,1
"2266",9820231,"MOIS211099","Moisture","PCT_M-M",48.017883756,2
"2267",9822183,"MOIS040493","Moisture","PCT_M-M",36.657847186,1
"2268",9822303,"MOIS040493","Moisture","PCT_M-M",36.013226895,1
"2269",9822303,"MOIS040493","Moisture","PCT_M-M",36.017676607,2
"2270",9822605,"MOIS211099","Moisture","PCT_M-M",76.151058912,1
"2271",9823538,"MOIS040493","Moisture","PCT_M-M",35.666037071,1
"2272",9824239,"MOIS040493","Moisture","PCT_M-M",36.849878002,1
"2273",9824241,"MOIS040493","Moisture","PCT_M-M",37.293608522,1
"2274",9825945,"MOIS040493","Moisture","PCT_M-M",45.075905021,1
"2275",9825945,"MOIS040493","Moisture","PCT_M-M",45.334466749,2
"2276",9825947,"MOIS040493","Moisture","PCT_M-M",45.363928285,1
"2277",9825947,"MOIS040493","Moisture","PCT_M-M",45.109113391,2
"2278",9826021,"MOIS211099","Moisture","PCT_M-M",41.725040917,1
"2279",9826021,"MOIS211099","Moisture","PCT_M-M",41.706762029,2
"2280",9826022,"MOIS211099","Moisture","PCT_M-M",51.221136767,1
"2281",9826022,"MOIS211099","Moisture","PCT_M-M",51.086452468,2
"2282",9826213,"MOIS211099","Moisture","G_P_100G",27.715515825,1
"2283",9826885,"MOIS040493","Moisture","PCT_M-M",35.761480556,1
"2284",9826886,"MOIS040493","Moisture","PCT_M-M",35.924057184,1
"2285",9826887,"MOIS211099","Moisture","PCT_M-M",82.474548099,1
"2286",9827010,"MOIS211099","Moisture","PCT_M-M",50.150095515,1
"2287",9827010,"MOIS211099","Moisture","PCT_M-M",50.283457545,2
"2288",9827011,"MOIS211099","Moisture","PCT_M-M",46.024321796,1
"2289",9827011,"MOIS211099","Moisture","PCT_M-M",45.872319539,2
"2290",9827332,"MOIS211099","Moisture","G_P_100G",80.380422476,1
"2291",9827714,"MOIS211099","Moisture","PCT_M-M",35.477178423,1
"2292",9827753,"MOIS211099","Moisture","PCT_M-M",35.40642506,1
"2293",9828502,"MOIS040493","Moisture","PCT_M-M",35.018430753,1
"2294",9828503,"MOIS040493","Moisture","PCT_M-M",34.890091971,1
"2295",9828504,"MOIS040493","Moisture","PCT_M-M",34.894613583,1
"2296",9829090,"MOIS040493","Moisture","PCT_M-M",35.400516796,1
"2297",9829091,"MOIS040493","Moisture","PCT_M-M",34.717731505,1
"2298",9829093,"MOIS040493","Moisture","PCT_M-M",34.272019173,1
"2299",9829093,"MOIS040493","Moisture","PCT_M-M",34.256612453,2
"2300",9829096,"MOIS040493","Moisture","PCT_M-M",35.611510791,1
"2301",9829096,"MOIS040493","Moisture","PCT_M-M",35.454694413,2
"2302",9829167,"MOIS040493","Moisture","PCT_M-M",47.835425755,1
"2303",9829169,"MOIS040493","Moisture","PCT_M-M",48.185410233,1
"2304",9829170,"MOIS040493","Moisture","PCT_M-M",48.573679546,1
"2305",9830836,"MOIS040493","Moisture","PCT_M-M",32.546105878,1
"2306",9830836,"MOIS040493","Moisture","PCT_M-M",32.56005536,2
"2307",9831786,"MOIS040493","Moisture","PCT_M-M",37.12481303,1
"2308",9831789,"MOIS040493","Moisture","PCT_M-M",37.32339849,1
"2309",9831946,"MOIS211099","Moisture","PCT_M-M",36.017167936,1
"2310",9832218,"MOIS040493","Moisture","PCT_M-M",35.67501132,1
"2311",9832219,"MOIS040493","Moisture","PCT_M-M",35.026522527,1
"2312",9832845,"MOIS211099","Moisture","PCT_M-M",45.037569598,1
"2313",9832892,"MOIS211099","Moisture","PCT_M-M",45.423436101,1
"2314",9832936,"MOIS211099","Moisture","PCT_M-M",32.582294143,1
"2315",9833571,"MOIS211099","Moisture","PCT_M-M",51.699663803,1
"2316",9833571,"MOIS211099","Moisture","PCT_M-M",51.673060884,2
"2317",9833574,"MOIS211099","Moisture","PCT_M-M",44.881226302,1
"2318",9833574,"MOIS211099","Moisture","PCT_M-M",45.001919877,2
"2319",9833576,"MOIS040493","Moisture","PCT_M-M",32.708732504,1
"2320",9833576,"MOIS040493","Moisture","PCT_M-M",32.662192394,2
"2321",9834294,"MOIS040493","Moisture","PCT_M-M",35.259313126,1
"2322",9834295,"MOIS040493","Moisture","PCT_M-M",35.432082452,1
"2323",9834296,"MOIS040493","Moisture","PCT_M-M",35.072215261,1
"2324",9834297,"MOIS040493","Moisture","PCT_M-M",35.367890239,1
"2325",9834298,"MOIS040493","Moisture","PCT_M-M",35.476441169,1
"2326",9834648,"MOIS040493","Moisture","PCT_M-M",31.940895092,1
"2327",9835444,"MOIS040493","Moisture","PCT_M-M",35.448577681,1
"2328",9835446,"MOIS040493","Moisture","PCT_M-M",36.040840216,1
"2329",9836027,"MOIS040493","Moisture","PCT_M-M",37.573189273,1
"2330",9836027,"MOIS040493","Moisture","PCT_M-M",37.615563685,2
"2331",9836940,"MOIS211099","Moisture","PCT_M-M",45.505016071,1
"2332",9836940,"MOIS211099","Moisture","PCT_M-M",45.619921708,2
"2333",9836945,"MOIS211099","Moisture","PCT_M-M",50.816385916,1
"2334",9836945,"MOIS211099","Moisture","PCT_M-M",50.845925352,2
"2335",9837226,"MOIS211099","Moisture","G_P_100G",57.511446603,1
"2336",9837503,"MOIS211099","Moisture","PCT_M-M",41.607979447,1
"2337",9837503,"MOIS211099","Moisture","PCT_M-M",41.569947727,2
"2338",9837519,"MOIS211099","Moisture","PCT_M-M",52.722204001,1
"2339",9837519,"MOIS211099","Moisture","PCT_M-M",52.583075474,2
"2340",9839098,"MOIS040493","Moisture","PCT_M-M",45.214105793,1
"2341",9839098,"MOIS040493","Moisture","PCT_M-M",45.208601724,2
"2342",9839099,"MOIS040493","Moisture","PCT_M-M",45.236672642,1
"2343",9839099,"MOIS040493","Moisture","PCT_M-M",45.201427515,2
"2344",9841879,"MOIS211099","Moisture","PCT_M-M",75.59516897,1
"2345",9843191,"MOIS211099","Moisture","PCT_M-M",12.309557863,1
"2346",9843200,"MOIS211099","Moisture","PCT_M-M",52.786040664,1
"2347",9843203,"MOIS211099","Moisture","PCT_M-M",53.840884322,1
"2348",9843205,"MOIS211099","Moisture","PCT_M-M",51.119713353,1
"2349",9843207,"MOIS211099","Moisture","PCT_M-M",51.793011016,1
"2350",9843215,"MOIS211099","Moisture","PCT_M-M",51.321903017,1
"2351",9843261,"MOIS211099","Moisture","PCT_M-M",35.195603395,1
"2352",9844101,"MOIS211099","Moisture","G_P_100G",33.953886898,1
"2353",9844139,"MOIS211099","Moisture","G_P_100G",32.117191819,1
"2354",9844562,"MOIS040493","Moisture","PCT_M-M",48.723073507,1
"2355",9845012,"MOIS211099","Moisture","PCT_M-M",35.524574822,1
"2356",9845030,"MOIS040493","Moisture","PCT_M-M",48.229056881,1
"2357",9845041,"MOIS211099","Moisture","PCT_M-M",32.472157472,1
"2358",9845103,"MOIS040493","Moisture","PCT_M-M",36.839664823,1
"2359",9845472,"MOIS211099","Moisture","PCT_M-M",43.400499584,1
"2360",9845472,"MOIS211099","Moisture","PCT_M-M",43.197200304,2
"2361",9845473,"MOIS211099","Moisture","PCT_M-M",48.091455144,1
"2362",9845473,"MOIS211099","Moisture","PCT_M-M",48.146244103,2
"2363",9845751,"MOIS211099","Moisture","PCT_M-M",76.130952381,1
"2364",9847087,"MOIS211099","Moisture","PCT_M-M",13.113797686,1
"2365",9847150,"MOIS040493","Moisture","PCT_M-M",40.848036244,1
"2366",9847152,"MOIS040493","Moisture","PCT_M-M",40.654915165,1
"2367",9847241,"MOIS211099","Moisture","PCT_M-M",58.105144618,1
"2368",9847328,"MOIS211099","Moisture","PCT_M-M",60.665860335,1
"2369",9847382,"MOIS211099","Moisture","PCT_M-M",66.578642277,1
"2370",9847861,"MOIS211099","Moisture","PCT_M-M",49.390844204,1
"2371",9847862,"MOIS211099","Moisture","PCT_M-M",49.31948312,1
"2372",9847863,"MOIS211099","Moisture","PCT_M-M",49.555256507,1
"2373",9847864,"MOIS211099","Moisture","PCT_M-M",48.149494415,1
"2374",9847866,"MOIS211099","Moisture","PCT_M-M",49.660530095,1
"2375",9847868,"MOIS211099","Moisture","PCT_M-M",48.14158742,1
"2376",9847870,"MOIS211099","Moisture","PCT_M-M",48.077886301,1
"2377",9847871,"MOIS211099","Moisture","PCT_M-M",48.16813766,1
"2378",9847872,"MOIS211099","Moisture","PCT_M-M",47.618737165,1
"2379",9847874,"MOIS211099","Moisture","PCT_M-M",48.793130367,1
"2380",9848064,"MOIS040493","Moisture","PCT_M-M",45.089962433,1
"2381",9848064,"MOIS040493","Moisture","PCT_M-M",45.07630103,2
"2382",9848093,"MOIS040493","Moisture","PCT_M-M",41.393172532,1
"2383",9848093,"MOIS040493","Moisture","PCT_M-M",41.470806332,2
"2384",9848097,"MOIS040493","Moisture","PCT_M-M",41.486068111,1
"2385",9848097,"MOIS040493","Moisture","PCT_M-M",41.275548214,2
"2386",9848099,"MOIS040493","Moisture","PCT_M-M",41.553250529,1
"2387",9848099,"MOIS040493","Moisture","PCT_M-M",41.609962344,2
"2388",9849076,"MOIS211099","Moisture","G_P_100G",37.261873695,1
"2389",9849086,"MOIS211099","Moisture","G_P_100G",36.631627057,1
"2390",9849110,"MOIS211099","Moisture","G_P_100G",37.201549403,1
"2391",9849522,"MOIS211099","Moisture","PCT_M-M",36.81823336,1
"2392",9850025,"MOIS040493","Moisture","PCT_M-M",36.222355051,1
"2393",9850172,"MOIS040493","Moisture","PCT_M-M",36.162775359,1
"2394",9850173,"MOIS040493","Moisture","PCT_M-M",35.80351887,1
"2395",9850174,"MOIS040493","Moisture","PCT_M-M",36.947272212,1
"2396",9850490,"MOIS211099","Moisture","PCT_M-M",43.085328716,1
"2397",9850490,"MOIS211099","Moisture","PCT_M-M",43.065944728,2
"2398",9850491,"MOIS211099","Moisture","PCT_M-M",48.567678612,1
"2399",9850491,"MOIS211099","Moisture","PCT_M-M",48.525713722,2
"2400",9850541,"MOIS211099","Moisture","G_P_100G",40.202978697,1
"2401",9850568,"MOIS211099","Moisture","G_P_100G",32.650460694,1
"2402",9851442,"MOIS040493","Moisture","PCT_M-M",35.874306106,1
"2403",9851444,"MOIS040493","Moisture","PCT_M-M",35.356016598,1
"2404",9851658,"MOIS040493","Moisture","PCT_M-M",41.618210652,1
"2405",9851658,"MOIS040493","Moisture","PCT_M-M",41.842719094,2
"2406",9851659,"MOIS040493","Moisture","PCT_M-M",41.316033979,1
"2407",9851659,"MOIS040493","Moisture","PCT_M-M",41.387287004,2
"2408",9851703,"MOIS040493","Moisture","PCT_M-M",41.000296531,1
"2409",9851706,"MOIS040493","Moisture","PCT_M-M",41.988057141,1
"2410",9851708,"MOIS040493","Moisture","PCT_M-M",41.136437642,1
"2411",9851710,"MOIS040493","Moisture","PCT_M-M",40.982101882,1
"2412",9851712,"MOIS040493","Moisture","PCT_M-M",41.189946328,1
"2413",9851714,"MOIS040493","Moisture","PCT_M-M",40.890754649,1
"2414",9851716,"MOIS040493","Moisture","PCT_M-M",40.950879958,1
"2415",9851718,"MOIS040493","Moisture","PCT_M-M",41.304487179,1
"2416",9852524,"MOIS211099","Moisture","PCT_M-M",51.897088508,1
"2417",9852524,"MOIS211099","Moisture","PCT_M-M",51.873349392,2
"2418",9852525,"MOIS211099","Moisture","PCT_M-M",46.185286104,1
"2419",9852525,"MOIS211099","Moisture","PCT_M-M",46.118122161,2
"2420",9852677,"MOIS040493","Moisture","PCT_M-M",41.201659751,1
"2421",9852891,"MOIS040493","Moisture","PCT_M-M",36.061888389,1
"2422",9852892,"MOIS040493","Moisture","PCT_M-M",35.520088776,1
"2423",9854491,"MOIS211099","Moisture","PCT_M-M",76.545502786,1
"2424",9856472,"MOIS211099","Moisture","PCT_M-M",51.030215259,1
"2425",9856472,"MOIS211099","Moisture","PCT_M-M",51.170095807,2
"2426",9856480,"MOIS211099","Moisture","PCT_M-M",43.524795982,1
"2427",9856480,"MOIS211099","Moisture","PCT_M-M",43.43489136,2
"2428",9856662,"MOIS040493","Moisture","PCT_M-M",35.867982527,1
"2429",9856663,"MOIS040493","Moisture","PCT_M-M",35.544068403,1
"2430",9857273,"MOIS211099","Moisture","PCT_M-M",64.09354374,1
"2431",9857380,"MOIS211099","Moisture","PCT_M-M",55.265001167,1
"2432",9858815,"MOIS211099","Moisture","PCT_M-M",76.222186564,1
"2433",9860675,"MOIS211099","Moisture","G_P_100G",52.457636324,1
"2434",9860677,"MOIS040493","Moisture","PCT_M-M",56.987662234,1
"2435",9861752,"MOIS211099","Moisture","PCT_M-M",58.861222995,1
"2436",9862146,"MOIS211099","Moisture","PCT_M-M",76.812917362,1
"2437",9862146,"MOIS211099","Moisture","PCT_M-M",76.84172642,2
"2438",9862146,"MOIS211099","Moisture","PCT_M-M",77.036343297,3
"2439",9863205,"MOIS040493","Moisture","PCT_M-M",35.065061809,1
"2440",9863205,"MOIS040493","Moisture","PCT_M-M",35.033878698,2
"2441",9863209,"MOIS040493","Moisture","PCT_M-M",35.625263022,1
"2442",9863209,"MOIS040493","Moisture","PCT_M-M",35.001276204,2
"2443",9863209,"MOIS040493","Moisture","PCT_M-M",35.716462898,3
"2444",9863209,"MOIS040493","Moisture","PCT_M-M",35.67990373,4
"2445",9863212,"MOIS040493","Moisture","PCT_M-M",36.667427379,1
"2446",9863212,"MOIS040493","Moisture","PCT_M-M",36.814738521,2
"2447",9864789,"MOIS211099","Moisture","G_P_100G",34.355187778,1
"2448",9866076,"MOIS211099","Moisture","PCT_M-M",75.845425386,1
"2449",9866624,"MOIS040493","Moisture","PCT_M-M",35.272787758,1
"2450",9866626,"MOIS040493","Moisture","PCT_M-M",35.293828294,1
"2451",9867399,"MOIS211099","Moisture","PCT_M-M",45.700723183,1
"2452",9867399,"MOIS211099","Moisture","PCT_M-M",46.031483016,2
"2453",9867406,"MOIS211099","Moisture","PCT_M-M",50.930834669,1
"2454",9867406,"MOIS211099","Moisture","PCT_M-M",50.895851298,2
"2455",9867862,"MOIS040493","Moisture","PCT_M-M",40.440354073,1
"2456",9867862,"MOIS040493","Moisture","PCT_M-M",40.505033834,2
"2457",9867864,"MOIS040493","Moisture","PCT_M-M",41.176658265,1
"2458",9867864,"MOIS040493","Moisture","PCT_M-M",41.013809696,2
"2459",9867908,"MOIS040493","Moisture","PCT_M-M",40.288735391,1
"2460",9867908,"MOIS040493","Moisture","PCT_M-M",40.268752245,2
"2461",9867909,"MOIS040493","Moisture","PCT_M-M",36.424511032,1
"2462",9867909,"MOIS040493","Moisture","PCT_M-M",36.312150148,2
"2463",9868492,"MOIS211099","Moisture","G_P_100G",47.736442482,1
"2464",9868734,"MOIS211099","Moisture","G_P_100G",46.218321014,1
"2465",9869877,"MOIS211099","Moisture","G_P_100G",35.058458287,1
"2466",9869908,"MOIS211099","Moisture","G_P_100G",40.771332754,1
"2467",9870212,"MOIS040493","Moisture","PCT_M-M",46.375385423,1
"2468",9870222,"MOIS040493","Moisture","PCT_M-M",46.137773425,1
"2469",9870245,"MOIS040493","Moisture","PCT_M-M",46.325181131,1
"2470",9871309,"MOIS211099","Moisture","G_P_100G",51.890289103,1
"2471",9871359,"MOIS211099","Moisture","G_P_100G",52.227497399,1
"2472",9873497,"MOIS211099","Moisture","G_P_100G",75.731240071,1
"2473",9873498,"MOIS211099","Moisture","G_P_100G",74.526581103,1
"2474",9873499,"MOIS211099","Moisture","G_P_100G",77.156017553,1
"2475",9873879,"MOIS211099","Moisture","PCT_M-M",48.587516702,1
"2476",9873952,"MOIS040493","Moisture","PCT_M-M",47.45253468,1
"2477",9873953,"MOIS040493","Moisture","PCT_M-M",52.063573443,1
"2478",9873954,"MOIS040493","Moisture","PCT_M-M",52.439826384,1
"2479",9873955,"MOIS040493","Moisture","PCT_M-M",52.103425628,1
"2480",9873956,"MOIS040493","Moisture","PCT_M-M",55.742015847,1
"2481",9873957,"MOIS040493","Moisture","PCT_M-M",51.652459016,1
"2482",9874416,"MOIS211099","Moisture","PCT_M-M",46.367928953,1
"2483",9874416,"MOIS211099","Moisture","PCT_M-M",46.396714368,2
"2484",9874420,"MOIS211099","Moisture","PCT_M-M",52.297310387,1
"2485",9874420,"MOIS211099","Moisture","PCT_M-M",52.420684319,2
"2486",9874441,"MOIS211099","Moisture","PCT_M-M",47.262317002,1
"2487",9874441,"MOIS211099","Moisture","PCT_M-M",47.267261796,2
"2488",9874453,"MOIS211099","Moisture","PCT_M-M",52.312956914,1
"2489",9874453,"MOIS211099","Moisture","PCT_M-M",52.356575998,2
"2490",9874464,"MOIS040493","Moisture","PCT_M-M",35.097419695,1
"2491",9874464,"MOIS040493","Moisture","PCT_M-M",35.172556313,2
"2492",9875169,"MOIS211099","Moisture","PCT_M-M",53.615042323,1
"2493",9875844,"MOIS040493","Moisture","PCT_M-M",37.539925472,1
"2494",9875846,"MOIS040493","Moisture","PCT_M-M",36.668518942,1
"2495",9875944,"MOIS211099","Moisture","PCT_M-M",53.84097035,1
"2496",9876004,"MOIS211099","Moisture","PCT_M-M",48.326136937,1
"2497",9876128,"MOIS211099","Moisture","PCT_M-M",48.622420866,1
"2498",9876140,"MOIS211099","Moisture","PCT_M-M",48.462867012,1
"2499",9876525,"MOIS211099","Moisture","PCT_M-M",41.061935962,1
"2500",9876525,"MOIS211099","Moisture","PCT_M-M",41.120164282,2
"2501",9876526,"MOIS211099","Moisture","PCT_M-M",47.876889922,1
"2502",9876526,"MOIS211099","Moisture","PCT_M-M",47.906992063,2
"2503",9876541,"MOIS211099","Moisture","PCT_M-M",53.596319101,1
"2504",9876990,"MOIS040493","Moisture","PCT_M-M",35.017323874,1
"2505",9876991,"MOIS040493","Moisture","PCT_M-M",35.959589224,1
"2506",9877999,"MOIS040493","Moisture","PCT_M-M",32.351612903,1
"2507",9877999,"MOIS040493","Moisture","PCT_M-M",32.387752477,2
"2508",9878000,"MOIS040493","Moisture","PCT_M-M",43.942849477,1
"2509",9878000,"MOIS040493","Moisture","PCT_M-M",43.932631853,2
"2510",9878001,"MOIS211099","Moisture","PCT_M-M",54.421705713,1
"2511",9878001,"MOIS211099","Moisture","PCT_M-M",54.485647789,2
"2512",9878002,"MOIS211099","Moisture","PCT_M-M",49.858348403,1
"2513",9878002,"MOIS211099","Moisture","PCT_M-M",50.018341893,2
"2514",9878009,"MOIS040493","Moisture","PCT_M-M",34.884823848,1
"2515",9878009,"MOIS040493","Moisture","PCT_M-M",34.938165465,2
"2516",9878032,"MOIS211099","Moisture","PCT_M-M",50.504498944,1
"2517",9878032,"MOIS211099","Moisture","PCT_M-M",50.527482056,2
"2518",9878037,"MOIS211099","Moisture","PCT_M-M",46.98425542,1
"2519",9878037,"MOIS211099","Moisture","PCT_M-M",47.346409467,2
"2520",9878996,"MOIS040493","Moisture","PCT_M-M",35.88610702,1
"2521",9878998,"MOIS040493","Moisture","PCT_M-M",35.75385833,1
"2522",9881030,"MOIS040493","Moisture","PCT_M-M",37.098452335,1
"2523",9881046,"MOIS040493","Moisture","PCT_M-M",36.629498564,1
"2524",9881073,"MOIS040493","Moisture","G_P_100G",34.884251712,1
"2525",9882338,"MOIS211099","Moisture","PCT_M-M",43.096755504,1
"2526",9882638,"MOIS040493","Moisture","PCT_M-M",35.848674073,1
