"SAMPLE_NUMBER","LOGIN_DATE","REPORTABLE","ANALYSIS","REPORTED_NAME","REPORTED_UNITS","ENTRY","PRODUCT","CUSTOMER","X_CLIENT_CODE","DESCRIPTION","NAME","LAB"
"8321217","14/02/2016 05:35:55 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC12FEB16J1","WPC 35% 25Kg                        2404","MG16015655","CHEMISTRY"
"8321655","14/02/2016 10:53:44 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS12FEB16Q3","Instant SMP Blk Bag                C4900","MG16015743","CHEMISTRY"
"8321700","14/02/2016 11:11:00 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX12FEB16W4","Base Milk 001 Nutritional Pwdr 25Kg 3665","MG16015753","CHEMISTRY"
"8321755","14/02/2016 11:32:56 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS14FEB16J3","Instant SMP 25Kg                    4900","MG16015768","CHEMISTRY"
"8321773","14/02/2016 11:41:54 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS13FEB16J2","HH HS SMP 25Kg                      4637","MG16015774","CHEMISTRY"
"8321796","14/02/2016 11:49:10 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM13FEB16J2","BMP 25Kg                            2000","MG16015775","CHEMISTRY"
"8321817","14/02/2016 11:56:17 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG40","RIF12FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16015777","CHEMISTRY"
"8322082","14/02/2016 02:57:51 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","621","6044H COMP","","TMI16000927","CHEMISTRY"
"8322742","15/02/2016 08:12:20 AM","T","SOLI030693","Insolubility Index","ML","0.8","PDR_WHEY","MG20","CCW10FEB16J2","Ezy Cal Mineral Whey Powder 25kg    2291","MG16015883","CHEMISTRY"
"8322800","15/02/2016 08:29:32 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC14FEB16J1","WPC 35% 25Kg                        2404","MG16015885","CHEMISTRY"
"8324449","15/02/2016 02:38:38 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS15FEB16J3","Instant SMP 25Kg                    4900","MG16015912","CHEMISTRY"
"8324663","15/02/2016 03:07:52 PM","T","SOLI030693","Insolubility Index","ML","0.3","PDR_INFANT","MG70","KNX13FEB16W4","Base Milk 001 Nutritional Pwdr 25Kg 3665","MG16015960","CHEMISTRY"
"8324706","15/02/2016 03:18:35 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS14FEB16Q3","Instant SMP Blk Bag                C4900","MG16015963","CHEMISTRY"
"8325198","15/02/2016 05:05:45 PM","T","SOLI030693","Insolubility Index","ML","0.8","PDR_WHEY","DAIBEST","6B2630 WP-25-01","6B2630 WP-25-01","DTS16012807","CHEMISTRY"
"8325201","15/02/2016 05:06:17 PM","T","SOLI030693","Insolubility Index","ML","0.5","PDR_FCMP","DAIBEST","6B2632 - FF22624-25-01","6B2632 - FF22624-25-01","DTS16012808","CHEMISTRY"
"8325582","15/02/2016 06:20:58 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF13FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16016172","CHEMISTRY"
"8325590","15/02/2016 06:24:55 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF14FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16016173","CHEMISTRY"
"8325600","15/02/2016 06:28:59 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF12FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16016174","CHEMISTRY"
"8325737","15/02/2016 07:28:21 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG40","RIF14FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16016259","CHEMISTRY"
"8326993","16/02/2016 09:51:38 AM","T","SOLI030693","Insolubility Index","ML","0.6","MISC_DAIRY","MG70","KNX14FEB16W4","Gum Base 002 Nutritional Pwdr 25kg  3701","MG16016404","CHEMISTRY"
"8327248","16/02/2016 10:09:22 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS15FEB16Q3","Instant SMP Blk Bag                C4900","MG16016408","CHEMISTRY"
"8327295","16/02/2016 10:15:04 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KIF14FEB16W1","Instant Full Cream Milk Powder 25kg 3393","MG16016413","CHEMISTRY"
"8329430","16/02/2016 03:32:07 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MGTDP","XIF15FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16016529","CHEMISTRY"
"8330272","16/02/2016 05:39:49 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BLEND","MG10","LBM16FEB16J2","Buttermilk Powder Blend 25Kg        2010","MG16016597","CHEMISTRY"
"8330290","16/02/2016 05:42:59 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG40","RIF15FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16016599","CHEMISTRY"
"8331461","17/02/2016 09:32:12 AM","T","SOLI030693","Insolubility Index","ML","0.7","MISC_DAIRY","MG70","KNX15FEB16W4","Gum Base 002 Nutritional Pwdr 25kg  3701","MG16016723","CHEMISTRY"
"8332244","17/02/2016 11:13:08 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG40","RPC15FEB16J1","WPC 35% 25Kg                        2404","MG16016754","CHEMISTRY"
"8332287","17/02/2016 11:18:38 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG40","RPC16FEB16J1","WPC 35% 25Kg                        2404","MG16016756","CHEMISTRY"
"8332304","17/02/2016 11:23:29 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS16FEB16J3","Instant SMP 25Kg                    4900","MG16016757","CHEMISTRY"
"8332413","17/02/2016 11:32:40 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS17FEB16J3","Instant SMP 25Kg                    4900","MG16016763","CHEMISTRY"
"8332557","17/02/2016 11:47:53 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM16FEB16J2","BMP 25Kg                            2036","MG16016775","CHEMISTRY"
"8334138","17/02/2016 04:19:22 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF16FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16016902","CHEMISTRY"
"8334193","17/02/2016 04:26:13 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","DAIBEST","6B2631 - WMP26-25-01 ","6B2631 - WMP26-25-01","DTS16013697","CHEMISTRY"
"8334540","17/02/2016 05:43:58 PM","T","SOLI030693","Insolubility Index","ML","0.4","PDR_WPC","MG20","CPC15FEB16J1","WPC 35% 25Kg                        2404","MG16016935","CHEMISTRY"
"8335772","18/02/2016 09:03:35 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM17FEB16J2","BMP 25Kg                            2036","MG16017085","CHEMISTRY"
"8335805","18/02/2016 09:11:13 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS17FEB16J2","HH HS SMP 25Kg                      4637","MG16017086","CHEMISTRY"
"8337402","18/02/2016 12:03:25 PM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_INFANT","MG70","KNX16FEB16W4","Base Milk 001 Nutritional Pwdr 25Kg 3665","MG16017232","CHEMISTRY"
"8337482","18/02/2016 12:27:31 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS16FEB16Q3","Instant SMP Blk Bag                C4900","MG16017235","CHEMISTRY"
"8337652","18/02/2016 12:59:32 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG40","RIF16FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16017268","CHEMISTRY"
"8339361","18/02/2016 05:22:17 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF17FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16017358","CHEMISTRY"
"8339679","18/02/2016 06:15:33 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS17FEB16J4","Instant SMP 25Kg                    4900","MG16017380","CHEMISTRY"
"8340204","19/02/2016 07:12:55 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC18FEB16J1","WPC 35% 25Kg                        2404","MG16017413","CHEMISTRY"
"8342028","19/02/2016 11:39:07 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS17FEB16Q3","Instant SMP Blk Bag                C4900","MG16017508","CHEMISTRY"
"8342079","19/02/2016 11:45:26 AM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_FCMP","MG40","RIF17FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16017517","CHEMISTRY"
"8342418","19/02/2016 12:12:33 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS18FEB16J3","Instant SMP 25Kg                    4900","MG16017559","CHEMISTRY"
"8343588","19/02/2016 02:36:00 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF18FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16017598","CHEMISTRY"
"8343740","19/02/2016 02:51:37 PM","T","SOLI030693","Insolubility Index","","","PDR_FCMP","MGTDP","XIV19FEB16W1","TDP IFCMP VIT 25Kg                  3397","MG16017608","CHEMISTRY"
"8344108","19/02/2016 03:31:59 PM","T","SOLI030693","Insolubility Index","ML","0.4","MISC_DAIRY","MG70","KNX17FEB16W4","Gum Base 002 Nutritional Pwdr 25kg  3701","MG16017631","CHEMISTRY"
"8344313","19/02/2016 03:58:09 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM18FEB16J2","BMP 25Kg                            2036","MG16017646","CHEMISTRY"
"8345245","19/02/2016 07:51:27 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS19FEB16J3","Instant SMP 25Kg                    4900","MG16017764","CHEMISTRY"
"8345552","20/02/2016 06:31:16 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC19FEB16J1","WPC 35% 25Kg                        2404","MG16017858","CHEMISTRY"
"8345566","20/02/2016 06:41:07 AM","T","SOLI030693","Insolubility Index","ML","1.4","PDR_WHEY","MG20","CCW17FEB16J2","Ezy Cal Mineral Whey Powder 25kg    2291","MG16017859","CHEMISTRY"
"8345789","20/02/2016 08:20:23 AM","T","SOLI030693","Insolubility Index","ML","0.6","MISC_DAIRY","MG70","KNX18FEB16W4","Gum Base 002 Nutritional Pwdr 25kg  3701","MG16017880","CHEMISTRY"
"8346307","20/02/2016 10:08:38 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS19FEB16J2","HH HS SMP 25Kg                      4637","MG16017901","CHEMISTRY"
"8346366","20/02/2016 10:15:35 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM19FEB16J2","BMP 25Kg                            2036","MG16017902","CHEMISTRY"
"8346512","20/02/2016 10:39:01 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG40","RPC19FEB16J1","WPC 35% 25Kg                        2404","MG16017920","CHEMISTRY"
"8347714","20/02/2016 04:56:12 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS20FEB16J3","Instant SMP 25Kg                    4900","MG16018066","CHEMISTRY"
"8347739","20/02/2016 05:06:28 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC20FEB16J1","WPC 35% 25Kg                        2406","MG16018075","CHEMISTRY"
"8347760","20/02/2016 05:24:03 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS19FEB16Q3","Instant SMP Blk Bag                C4900","MG16018077","CHEMISTRY"
"8348307","21/02/2016 10:38:08 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG40","RIF19FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16018168","CHEMISTRY"
"8348318","21/02/2016 10:41:35 AM","T","SOLI030693","Insolubility Index","ML","<0.1","MISC_DAIRY","MG70","KNX19FEB16W4","Gum Base 002 Nutritional Pwdr 25kg  3701","MG16018170","CHEMISTRY"
"8348350","21/02/2016 10:59:16 AM","T","SOLI030693","Insolubility Index","ML","0.6","MISC_DAIRY","MG70","KNX20FEB16W4","Gum Base 002 Nutritional Pwdr 25kg  3701","MG16018172","CHEMISTRY"
"8348547","21/02/2016 01:12:55 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM20FEB16J2","BMP 25Kg                            2036","MG16018195","CHEMISTRY"
"8348869","21/02/2016 03:38:17 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","621","6051H COMP","","TMI16001065","CHEMISTRY"
"8348914","21/02/2016 03:50:12 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS20FEB16Q3","Instant SMP Blk Bag                C4900","MG16018289","CHEMISTRY"
"8349041","21/02/2016 05:18:26 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC21FEB16J1","WPC 35% 25Kg                        2406","MG16018324","CHEMISTRY"
"8350325","22/02/2016 10:35:39 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS21FEB16Q3","Instant SMP Blk Bag                C4900","MG16018401","CHEMISTRY"
"8352226","22/02/2016 04:35:29 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","DAIBEST","6B2635 - WMP26-25-01","6B2635 - WMP26-25-01","DTS16015395","CHEMISTRY"
"8352268","22/02/2016 04:41:14 PM","T","SOLI030693","Insolubility Index","ML","0.5","PDR_BMP","MG60","MBM22FEB16J2","BMP 25Kg                            2036","MG16018444","CHEMISTRY"
"8352499","22/02/2016 05:32:51 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG40","RIF21FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16018561","CHEMISTRY"
"8352547","22/02/2016 05:39:07 PM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_FCMP","MGTDP","XIV20FEB16W1","TDP IFCMP VIT 25Kg                  3397","MG16018566","CHEMISTRY"
"8352573","22/02/2016 05:44:46 PM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_FCMP","MGTDP","XIV21FEB16W1","TDP IFCMP VIT 25Kg                  3397","MG16018567","CHEMISTRY"
"8352594","22/02/2016 05:50:18 PM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_FCMP","MGTDP","XIV19FEB16W1","TDP IFCMP VIT 25Kg                  3397","MG16018568","CHEMISTRY"
"8352863","22/02/2016 06:51:42 PM","T","SOLI030693","Insolubility Index","ML","0.6","MISC_DAIRY","MG70","KNX15FEB16W4","Gum Base 002 Nutritional Pwdr 25kg  3701","MG16018623","CHEMISTRY"
"8352865","22/02/2016 06:51:53 PM","T","SOLI030693","Insolubility Index","ML","0.6","MISC_DAIRY","MG70","KNX15FEB16W4","Gum Base 002 Nutritional Pwdr 25kg  3701","MG16018624","CHEMISTRY"
"8352866","22/02/2016 06:52:04 PM","T","SOLI030693","Insolubility Index","ML","0.7","MISC_DAIRY","MG70","KNX15FEB16W4","Gum Base 002 Nutritional Pwdr 25kg  3701","MG16018625","CHEMISTRY"
"8352867","22/02/2016 06:52:14 PM","T","SOLI030693","Insolubility Index","ML","1.0","MISC_DAIRY","MG70","KNX15FEB16W4","Gum Base 002 Nutritional Pwdr 25kg  3701","MG16018626","CHEMISTRY"
"8352868","22/02/2016 06:52:25 PM","T","SOLI030693","Insolubility Index","ML","0.9","MISC_DAIRY","MG70","KNX15FEB16W4","Gum Base 002 Nutritional Pwdr 25kg  3701","MG16018627","CHEMISTRY"
"8352869","22/02/2016 06:52:35 PM","T","SOLI030693","Insolubility Index","ML","0.7","MISC_DAIRY","MG70","KNX14FEB16W4","Gum Base 002 Nutritional Pwdr 25kg  3701","MG16018628","CHEMISTRY"
"8352870","22/02/2016 06:52:44 PM","T","SOLI030693","Insolubility Index","ML","0.6","MISC_DAIRY","MG70","KNX14FEB16W4","Gum Base 002 Nutritional Pwdr 25kg  3701","MG16018629","CHEMISTRY"
"8352871","22/02/2016 06:52:54 PM","T","SOLI030693","Insolubility Index","ML","0.6","MISC_DAIRY","MG70","KNX14FEB16W4","Gum Base 002 Nutritional Pwdr 25kg  3701","MG16018630","CHEMISTRY"
"8352872","22/02/2016 06:53:03 PM","T","SOLI030693","Insolubility Index","ML","0.9","MISC_DAIRY","MG70","KNX14FEB16W4","Gum Base 002 Nutritional Pwdr 25kg  3701","MG16018631","CHEMISTRY"
"8352873","22/02/2016 06:53:12 PM","T","SOLI030693","Insolubility Index","ML","0.9","MISC_DAIRY","MG70","KNX14FEB16W4","Gum Base 002 Nutritional Pwdr 25kg  3701","MG16018632","CHEMISTRY"
"8352922","22/02/2016 07:05:54 PM","T","SOLI030693","Insolubility Index","ML","1.4","PDR_WHEY","MG20","CCW20FEB16J2","Ezy Cal Mineral Whey Powder 25kg    2291","MG16018660","CHEMISTRY"
"8352966","22/02/2016 07:20:46 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG40","RIF20FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16018688","CHEMISTRY"
"8353084","22/02/2016 07:58:57 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS21FEB16J3","Instant SMP 25Kg                    4900","MG16018732","CHEMISTRY"
"8353199","23/02/2016 05:52:24 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC22FEB16J1","WPC 35% 25Kg                        2406","MG16018742","CHEMISTRY"
"8354394","23/02/2016 09:58:38 AM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_FCMP","MG40","RIF22FEB16J5","Instant Full Cream Milk Powder 25kg 3393","MG16018864","CHEMISTRY"
"8354420","23/02/2016 10:01:18 AM","T","SOLI030693","Insolubility Index","ML","0.7","PDR_FCMP","MG40","RIF22FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16018866","CHEMISTRY"
"8355275","23/02/2016 12:00:36 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_SMP","MG60","MIS22FEB16J3","Instant SMP 25Kg                    4900","MG16018896","CHEMISTRY"
"8355398","23/02/2016 12:19:03 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS22FEB16Q3","Instant SMP Blk Bag                C4900","MG16018917","CHEMISTRY"
"8355489","23/02/2016 12:31:42 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF22FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16018941","CHEMISTRY"
"8356645","23/02/2016 03:50:29 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_BLEND","MG10","LBM23FEB16J2","Buttermilk Powder Blend 25Kg        2010","MG16019042","CHEMISTRY"
"8357053","23/02/2016 05:05:16 PM","T","SOLI030693","Insolubility Index","ML","0.3","PDR_WHEY","DAIBEST","6B2630 WP-25-01","6B2630 WP-25-01","DTS16015873","CHEMISTRY"
"8357270","23/02/2016 05:55:42 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS23FEB16J3","Instant SMP 25Kg                    4900","MG16019105","CHEMISTRY"
"8357287","23/02/2016 06:02:39 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM23FEB16J2","BMP 25Kg                            2036","MG16019111","CHEMISTRY"
"8357312","23/02/2016 06:08:51 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG70","KIF21FEB16W1","Instant Full Cream Milk Powder 25kg 3393","MG16019112","CHEMISTRY"
"8358029","24/02/2016 08:08:09 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC23FEB16J1","WPC 35% 25Kg                        2406","MG16019166","CHEMISTRY"
"8359463","24/02/2016 10:45:50 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX22FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16019263","CHEMISTRY"
"8359467","24/02/2016 10:46:00 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX22FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16019263","CHEMISTRY"
"8359469","24/02/2016 10:46:10 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX22FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16019263","CHEMISTRY"
"8359470","24/02/2016 10:46:20 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX22FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16019263","CHEMISTRY"
"8359471","24/02/2016 10:46:28 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX22FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16019263","CHEMISTRY"
"8360725","24/02/2016 01:34:17 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF23FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16019365","CHEMISTRY"
"8360938","24/02/2016 02:21:12 PM","T","SOLI030693","Insolubility Index","ML","0.5","CHEESE","1986P","28154 COLOURED CHEESE PDR BATCH: 18.5.15","","DTS16016303","CHEMISTRY"
"8361384","24/02/2016 03:23:42 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS24FEB16J3","HH HS SMP 25Kg                      4637","MG16019418","CHEMISTRY"
"8361912","24/02/2016 05:01:18 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG40","RPC23FEB16J1","WPC 35% 25Kg                        2404","MG16019450","CHEMISTRY"
"8362031","24/02/2016 05:19:05 PM","T","SOLI030693","Insolubility Index","ML","0.3","PDR_FCMP","MG40","RIF23FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16019460","CHEMISTRY"
"8362461","24/02/2016 10:25:13 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_INFANT","OMNINOUR","6055D ADD","","TMI16001136","CHEMISTRY"
"8364702","25/02/2016 12:25:41 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_INFANT","MG70","KNX23FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16019763","CHEMISTRY"
"8364703","25/02/2016 12:25:51 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX23FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16019763","CHEMISTRY"
"8364704","25/02/2016 12:25:57 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX23FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16019763","CHEMISTRY"
"8364705","25/02/2016 12:26:05 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX23FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16019763","CHEMISTRY"
